Duration,Budget,Reviews_by_Users,Reviews_by_Critics,IMDB_Score,Gross_Earnings
102,35000000,358,164,6.2,25266129
97,12000000,49,45,4.3,31179516
137,30000000,935,304,8,66207920
118,11000000,204,188,7.1,10214647
115,55000000,323,125,6.5,74540762
90,28000000,102,90,5.9,17848322
105,4000000,263,149,7.4,2338695
105,35000000,116,73,5.2,20422207
83,800000,11,25,7.2,NA
146,70000000,690,171,7.7,77862546
101,3000000,172,155,7.5,6517198
90,500000,154,126,7.3,603943
97,17000000,554,159,7,86049418
106,80000000,428,141,6.3,279167575
132,30000000,1106,268,8.1,100422786
101,27000000,226,127,6.4,4476235
135,28000000,289,129,7.5,64371181
104,30000000,63,63,5.5,21800302
86,12000000,18,33,4.5,17321573
90,1100,84,43,6.6,85222
86,1700000,103,124,6.8,992238
92,400000,1473,220,6.9,44540956
131,100000000,692,193,6.9,173005002
91,30000000,111,70,4.8,14018364
78,150000,64,43,5.5,191309
125,110000000,627,198,6.4,125531634
84,NA,3,NA,6.1,NA
86,NA,15,26,6.9,NA
84,20000000,138,77,5.8,15712072
80,70000,13,16,8.3,4930
77,7000,371,143,7,424760
87,1000000,22,2,5.8,NA
103,15000000,212,46,5.9,10411980
119,50000000,106,93,6,37486138
178,40000000,433,209,7.7,75305995
98,45000000,672,191,6.2,50740078
105,2600000,37,74,7.9,2276368
98,6000000,52,47,7.6,795126
92,5000000,324,121,6.9,8786715
96,2500000,84,54,7.6,1186323
103,1200000,1509,287,7.7,55153403
93,80000000,149,94,4.9,84185387
96,40000000,531,195,6.6,47781388
88,12000000,214,148,4.9,17016190
106,50000000,211,118,6.1,57887882
90,75000000,288,143,6,160762022
99,4000000,859,246,8,13464388
85,200000,13,15,7.2,381225
97,900000,5,10,6,NA
93,150000000,483,205,7.2,436471036
126,12000000,835,285,7.5,71502303
106,70000000,618,197,6.1,37760080
89,10000000,75,52,5.3,8070311
92,16000000,150,75,4.4,13922211
131,80000000,342,124,6.5,42044321
135,200000000,1303,300,7.3,373377893
101,60000000,308,173,6.1,88200225
98,2700000,56,40,7.4,95016
100,65000,404,193,7.3,11529368
88,20000000,129,32,1.9,9109322
99,27000000,139,101,5.9,8712564
74,10000000,26,33,5.8,6491350
98,30000000,700,233,7.2,32774834
137,107000000,267,106,6,22406362
170,110000000,799,267,7.5,102608827
88,50000000,93,75,4.9,6471394
97,12500000,28,17,6.3,1775619
108,75000000,806,239,7.8,176049130
120,24000000,50,16,5.1,42880
120,13000000,1100,185,7.7,23947
59,150000,4,16,7.4,NA
97,5500000,110,112,7.9,3629758
134,105000000,666,207,6.7,57637485
97,16000000,20,21,3.6,11540112
124,125000000,1159,239,6.4,186739919
110,25000000,513,126,6.8,14589444
98,10000000,911,203,5.9,110175871
106,1400000,37,78,6.7,304124
90,8800000,57,33,6.1,NA
115,92000000,815,283,8,261437578
104,35000000,400,193,6.2,39692139
93,40000000,39,42,5.7,463730
114,22000000,260,111,6.4,4829497
119,50000000,632,259,7.3,24006726
94,5000000,458,204,7.7,1082044
129,80000000,363,209,6.6,65948711
131,18000000,161,117,7.1,3752725
123,29000000,1111,177,7.9,64286
143,70000000,2047,153,7.4,51225796
100,165000000,444,188,6.6,665426
111,22000000,154,85,5.9,28165882
113,40000000,152,77,5.7,95149435
140,33000000,622,192,6.5,33682273
125,10000000,140,157,8.1,2086345
87,30000000,186,89,7,85416609
93,90000000,407,169,5.2,59475623
128,60000000,596,151,7.3,77032279
108,60000000,2003,261,6.5,114195633
98,40000000,112,74,5.5,16323969
118,7500000,33,6,6.9,3347439
95,57000000,229,76,4.2,6768055
84,40000000,207,86,4,21176322
196,175000000,1694,220,7.2,133228348
109,59660000,124,88,7.1,18947630
141,23000000,148,118,6.2,16123851
125,11000000,165,169,7.7,3753806
86,56000000,221,117,6.2,45860039
110,26000000,95,82,5.2,14469428
109,NA,486,74,5.4,10941801
109,37000000,251,62,5.4,69148997
114,30000000,298,98,7,12831121
98,31000000,173,129,6.3,16831505
95,24000000,140,84,5.6,16964743
95,19000000,152,94,5.9,58156435
94,3000000,23,17,6.9,6879730
100,1000000,48,76,6.9,396035
95,8000000,247,58,3.5,40066497
90,NA,16,45,7.5,84689
96,32000000,1125,441,7.5,31493782
107,30000000,161,112,6.6,21835784
102,52000000,301,113,4.2,1891821
93,62000000,532,178,5.5,25857987
94,20000000,521,148,2.3,5132655
91,14000000,747,125,5,16298046
108,30000000,152,107,7,8535575
95,32000000,149,75,4.6,82301521
109,20000000,220,152,6.3,19976073
128,150000000,2685,478,8.3,205343774
118,53000000,323,161,5.7,55808744
105,25000000,59,72,5.5,36310118
106,14000000,88,96,6.4,32645546
92,25000000,471,143,2.9,1550000
89,20000000,389,140,4.1,46363118
105,1500000,27,35,6.5,3123749
134,14000000,2254,357,7.7,83025853
79,4600000,6,7,5.4,NA
110,7000000,416,271,7.4,28747570
80,7000,35,35,6.3,70071
115,150000000,1361,276,6.7,206456431
94,60000000,128,77,5.4,82569532
81,150000000,251,161,5.8,135381507
90,1200000,14,10,5.8,NA
144,88000000,529,201,8,61644321
136,30000000,209,127,7.2,67253092
84,450000,54,365,7.1,379122
77,40000000,467,267,7.4,53337608
90,1000000,220,137,5.9,10042266
99,35000000,325,158,5,19294901
103,30000000,411,196,5.6,25472967
100,3000000,72,114,7.2,11694528
112,22000000,375,116,6.6,36020063
83,22000000,166,98,4.6,22264487
116,5500000,202,62,5.6,50382128
NA,70000000,4,4,5.1,129319
127,50000000,374,186,6,10137232
113,60000000,814,237,5.2,28031250
108,8000000,110,74,6.5,568695
98,32000000,108,75,6.9,32701088
100,12000000,43,38,7.3,860002
105,15000000,108,26,4.9,2598616
82,10000000,119,79,6.3,131617
100,43000000,380,196,4.8,24407944
123,57000000,495,190,6.4,26838389
108,10000000,148,47,7,11703287
95,3200000,252,130,6.4,690872
87,1500000,10,16,6.8,NA
104,30000000,208,124,6.2,42071069
98,55000000,600,231,6.2,89706988
108,1500000,26,39,6,172569
109,45000000,340,123,6.9,74484168
90,100000000,258,135,6.1,110332737
117,40000000,284,98,5,30981850
118,10000000,114,90,6.8,4280577
93,7500000,526,351,7.5,31501218
105,35000000,160,104,5.9,67962333
104,950000,651,231,7.1,1007962
157,150000000,1896,295,7.6,289994397
116,2000000,222,118,7,3335839
101,50000000,168,117,4.7,66002004
101,30000000,450,180,5.9,51097664
118,70000000,372,171,6.6,177575142
80,17500000,247,142,6.5,51053787
113,52000000,288,152,6.6,34636443
93,4800000,1516,303,5.9,47277326
108,30000000,576,228,5.3,32048809
116,8000000,206,159,7.4,22201636
98,25000000,81,67,6,24381334
90,7900000,149,85,6.9,671240
89,2000000,64,123,6.8,653621
127,500000,3,NA,5.8,NA
110,50000000,208,120,5.8,18472363
125,70000000,657,262,7.1,62647540
116,22000000,147,115,7.8,1050445
95,58000000,263,142,6.7,48291624
95,45000000,118,94,5.6,52580895
201,207000000,2618,446,7.2,218051260
194,130000000,942,239,7.2,47396698
95,15000000,20,23,4.1,4006906
103,15000000,336,223,7.6,4235837
97,15000000,662,252,6.2,20433940
92,14000,90,34,6.6,12667
91,500000,53,81,6.6,154077
122,50000000,437,168,7.6,24127895
107,25000000,194,119,7.1,11008432
105,500000,65,84,7.5,8044906
86,75000000,385,181,6.9,193136719
100,40000000,94,59,5.4,19118247
139,14200000,81,140,7.4,74205
80,8000000,331,169,7.6,77413017
119,15000000,735,278,7.7,23089926
91,2000000,243,151,7.4,3885134
145,85000000,548,229,7.3,57010853
101,4000000,151,116,6.9,864959
115,45000000,156,111,5,48472213
101,60000000,228,132,5.5,82931301
126,120000000,798,233,6.5,186336103
103,20000000,180,137,7.1,11034436
163,70000000,824,298,7.6,47379090
88,1750211,70,110,7.8,1523883
98,30000000,262,120,5.9,43894863
109,30000,23,52,6.9,NA
80,3000000,24,14,3.3,12155249
97,25000000,181,128,6.6,47124400
97,1500000,24,5,3.3,100358
126,35000000,214,155,7.3,18324242
130,50000000,138,127,6.9,1987287
68,20000000,32,45,6.4,18081626
135,28000000,1058,177,7.8,38372662
102,30000000,86,73,5.2,49186871
85,26000000,673,224,6.5,57859105
135,40000000,754,146,7,29077547
86,700000,46,49,7.1,3278611
91,75000000,269,163,6.3,128200012
112,10000000,75,55,6,17378977
105,NA,69,87,6.3,540085
124,130000000,463,163,6,68642452
95,4000000,864,250,6.6,87025093
119,40000000,1594,276,8,25335935
106,NA,268,124,6.4,10281585
147,40000000,1732,374,8.1,74098862
104,290000,8,27,7.5,32631
100,35000000,217,127,6.2,63939454
93,15500000,24,40,5.9,1181197
94,84000000,239,78,2.2,17010646
140,113000000,3286,359,7.6,380262555
121,135000000,388,145,5,31704416
80,30000000,38,41,4,3101301
128,50000000,625,358,7,50815288
92,6500000,323,239,7.6,24792061
133,26000000,546,217,7.1,109243478
93,50000000,177,66,3.5,39177541
90,19000000,518,220,6,64255243
112,1500000,68,75,6.7,712294
90,120000,7,12,6.6,NA
118,88000000,492,233,5.9,37899638
87,500000,11,2,5,NA
47,50000,99,60,7.3,NA
93,30000000,262,140,5.1,14888028
150,180000000,1463,284,6.9,291709845
108,6800000,129,74,7,49526
129,15000000,568,226,7.5,33565375
85,30000000,307,209,7.5,56068547
80,500000,52,80,6.1,423
100,3500000,1100,342,7.2,26005908
109,7000000,687,261,6.9,16901126
107,50000000,612,144,5.1,80270227
122,20000000,522,233,6.7,75072454
103,17000000,475,142,6.3,6061759
101,20000000,46,21,6.2,375474
120,26000000,106,86,7.5,15331289
97,1000000,9,3,1.9,3700
109,50000000,1053,276,6.8,51019112
136,126000000,899,257,6.9,35799026
94,29000000,263,161,7.1,6301131
129,75000000,244,137,5.9,45356386
113,82000000,316,134,6.4,158115031
144,9600000,165,52,6.7,2483955
83,33000000,76,72,5.5,8326035
96,10000000,234,191,6.8,12570442
84,3250,1,NA,7.8,NA
150,30000000,671,222,6.7,12712093
95,56000000,225,125,5.5,113006880
100,25000000,104,65,5.5,16247775
134,45000000,409,168,6.4,19377727
104,2000000,232,168,7.4,1900725
85,15000,71,51,6.6,192467
91,900000,90,65,6.4,381186
128,50000000,560,196,5.4,75888270
124,8000000,31,20,7.7,NA
90,1500000,5,14,4.3,92362
119,25000000,223,88,6.6,39008741
104,43000000,371,193,6.5,47806295
88,1500000,232,110,7.4,7362100
118,9000000,219,125,6.9,18761993
102,22000000,316,156,6.6,12469811
90,15000000,250,103,6.1,31585300
99,8000000,27,32,5.5,127144
135,16000000,78,64,6.7,1666262
100,6500000,21,4,6.6,2024854
127,25000000,251,126,7.9,5128124
107,15000000,199,172,7.5,5023275
96,4000000,91,114,6.6,1325073
103,1000000,230,169,7.4,9013113
87,32000000,340,163,6.3,43095600
94,2800000,123,122,6.8,1247453
103,9000000,63,100,5.7,1530535
95,25000000,26,31,4.1,5654777
97,9000000,45,41,4.2,1046166
103,45000000,303,177,7,24520892
132,54000000,2042,525,8.2,70496802
76,35000000,80,93,5.6,19447478
97,7000000,50,49,6.9,233103
94,3000000,236,91,6.8,16101109
153,28000000,815,291,7.9,119518352
20,1500000,70,56,6.8,47197
116,132000000,2741,401,6.5,234277056
107,25000000,128,97,6.5,871527
101,10000000,403,173,5.5,55865715
98,3500000,53,50,6.4,101228
101,87000000,213,77,4.3,26082914
101,65000000,202,136,6.1,28045540
107,8000000,34,26,6.4,53481
102,52000000,305,199,6.6,36883539
117,65000000,2073,460,7.7,210592590
117,35000000,196,147,6.9,7458269
105,10000000,280,211,6.8,20338609
100,8700000,293,232,7.1,5480996
112,8000000,172,95,7.5,18811135
93,40000000,187,66,5.1,652526
90,750000,129,233,5.6,NA
128,55000000,178,127,6.2,7221458
78,1000000,31,71,6.1,10018
107,19000000,217,153,5.5,7156725
96,1500000,504,372,7.5,23808111
104,12000000,150,66,5.3,18595716
94,86000000,64,101,6,15131330
105,20000000,92,54,6,21160089
143,25000000,908,285,7.5,34300771
93,32000000,76,58,5.7,18381890
90,51000000,155,98,5.6,72601713
116,70000000,313,159,4.2,5851188
86,2800000,53,20,6,475000
110,17500000,177,91,6.3,19179969
91,3300000,174,60,7.4,8108247
99,40000000,82,65,4.6,70163652
94,9000000,278,186,4.5,16235293
116,15000000,200,197,7,9396487
143,100000000,657,166,8,57366262
112,14000000,270,195,7,11204499
116,8000000,90,28,7,12740705
82,18000000,1198,343,7.3,128505958
145,24000000,84,31,6.1,23482607
117,120000000,584,256,7.2,244052771
144,150000000,2301,400,8,167007184
98,14000000,59,108,6.7,4291965
97,85000000,102,120,6.4,82506325
109,76000000,1206,372,7.9,35286428
97,5000000,472,174,7.4,24138847
107,70000000,685,173,6.4,137340146
97,6000000,29,36,6.2,117560
104,11000000,86,78,6.8,352786
93,12000000,444,170,7,27829874
95,5600000,36,25,2.1,7009668
78,50000000,118,87,6.6,58336565
85,20000000,613,99,2.7,48546578
93,51000000,110,71,4.9,35092918
87,21000000,180,110,4.8,480314
77,20000000,114,31,2.8,7382993
130,70000000,503,241,6.5,103338338
98,4700000,70,64,6.8,238774
120,40000000,263,118,7.3,81593527
103,12000000,151,85,5.5,28435406
104,100000000,1690,170,5.1,75030163
100,2500000,18,18,5.7,71904
111,100000,382,31,6.7,10174663
99,7000000,106,117,6.4,1654367
95,50000000,242,143,5.6,88658172
80,5000000,47,19,4.2,NA
93,8000000,98,140,6.8,298110
86,25000000,571,216,5.8,54098051
125,13000000,108,94,7.1,1172769
105,50000000,306,171,5.8,48745150
135,90000000,415,279,7.1,33574332
95,15000000,76,46,6.2,20998709
85,149000000,122,135,6.7,64459316
140,60000000,247,123,6.6,13082288
86,12000000,150,144,6.3,5542025
88,6500000,166,111,5.9,13367101
122,16800000,97,105,6.5,220914
86,60000000,74,77,5,28424210
118,30000000,145,95,7.2,42643187
90,5000000,202,61,7,6088249
125,30000000,134,85,6.9,38432823
106,700000,189,208,7.2,2694973
75,47000000,71,93,4.5,15519841
108,100000000,548,206,6.5,197992827
93,1500000,235,229,5.7,240396
98,4200000,726,57,5.2,252000000
91,15000000,66,49,5.6,8080116
80,1500000,28,32,6.2,194568
115,80000000,253,164,6.9,195329763
84,2400000,434,121,6.6,438653
121,15000000,91,81,6.2,12549485
88,1000000,12,8,4.1,721
118,13000000,102,129,7.1,1150403
129,45000000,646,230,7.6,88504640
101,3500000,24,30,6.5,220234
75,750000,24,21,7.7,NA
92,11500000,196,104,7.1,72755517
99,1000000,26,23,6.2,NA
118,15000000,115,75,6.4,399879
103,28000000,149,98,5.3,17324744
90,5000000,41,43,5.4,4328294
110,70000000,1040,284,5.6,42272747
152,6500000,29,47,8.3,23807
89,4000000,112,37,3.1,15655665
112,45000000,116,99,6.4,38360195
90,4000000,58,46,6,4613815
83,240000,1,2,6.5,NA
137,26000000,320,251,7.6,5459824
101,8000000,889,270,7.9,59889948
98,64000000,187,78,4.3,58255287
85,500000,72,68,7,449681
76,1000000,75,14,6.7,NA
110,27000000,507,202,7.8,22494487
107,6000000,137,46,5,63231524
115,20000000,236,111,6.2,37442180
123,40000000,619,260,6.4,15962471
88,30000000,142,124,7,2975649
124,150000000,871,310,6.9,133382309
91,75000000,229,190,6.6,73661010
95,30000000,203,147,5.1,22526144
92,32000000,441,163,5.7,80197993
108,110000000,444,179,6.4,250863268
92,15000000,281,220,7.4,17508670
76,300000,57,88,6.7,255352
97,1000000,13,40,7.3,144431
123,20000000,177,36,6.3,13391174
95,1400000,15,14,5.8,18435
86,11400000,6,24,6.6,13751
83,85000000,100,107,6.2,84303558
100,4600000,22,43,7.3,728
83,80000000,250,166,6.8,155019340
112,13500000,1083,406,8.2,37623143
120,13000000,123,165,7.3,4857376
120,10000000,175,44,7.3,1055654
147,50000000,482,226,7.5,2208939
99,3000000,101,37,3,7059537
151,225000000,1832,313,7.3,423032628
98,160000000,629,231,5.6,60655503
103,500000,58,88,6.2,23000
90,20000000,258,148,4.7,20259297
90,400000,48,69,7.1,1689999
105,14000000,90,112,6.7,63260
120,10000000,205,198,7.3,5484375
139,24000000,962,285,7.2,70269171
122,17000000,419,157,7.4,6855137
122,12000000,188,132,6.2,6754898
121,10000000,614,210,6.2,80150343
89,45000000,410,151,5.1,90703745
108,20000000,97,110,5.9,17803796
96,4000000,248,177,6.7,10515579
95,500000,11,48,7.3,69521
90,5000000,194,200,6.6,136432
96,2000000,78,78,6.6,198407
105,20000000,261,91,6.4,33687630
101,2000000,206,160,6.5,1984378
132,50000000,1740,267,6.6,46982632
95,15500000,352,251,6.5,7774730
109,17000000,482,186,6.7,35635046
105,33000000,1033,285,5.6,34014398
160,17000000,238,173,5.5,273420
81,1000000,37,56,6.9,6387
75,9000000,281,112,5.1,23078294
104,12000000,271,107,6.5,65269010
103,20000000,124,90,6.4,26870825
113,38000000,529,253,7.6,40137776
169,209000000,2367,434,6.1,200069408
118,30000000,127,101,6.7,34703228
122,73000000,437,164,6.6,148213377
88,50000000,70,105,5.9,28133159
104,13000000,128,113,6.3,10996440
75,33000000,209,90,5.6,57651794
121,50000000,644,240,5.6,22518325
106,52000000,483,183,5.8,118683135
97,20000000,334,120,5.3,23292105
174,125000000,1966,294,6.6,217536138
93,3300000,73,85,6.7,17311
151,90000000,2054,352,8.5,132373442
109,35000000,631,208,6.8,124732962
104,85000000,378,158,6,62494975
96,35000000,915,274,7.3,10139254
105,32000000,175,183,6.1,1304837
137,20000000,284,131,5,39143839
108,15000000,855,265,6.4,41777564
109,2000000,172,112,6.9,2706659
116,25000000,74,142,6.7,7156933
138,85000000,483,157,6.9,63224849
110,16000000,645,236,7.6,39825798
99,40000000,548,175,6.8,52320979
121,6000000,351,252,7.7,17605861
137,2000000,407,215,8.5,11284657
135,27000000,19,38,6.6,259890
92,20000000,284,78,4.7,18843314
NA,NA,3,NA,4.7,NA
122,9500000,117,167,7.6,13569248
101,30000000,203,122,6.8,37617947
81,4000000,156,125,5.9,7825820
88,5000000,56,50,5.6,648183
94,1000000,24,6,3.9,NA
93,65000000,424,147,5.6,82226474
130,40000000,1100,341,8.5,53082743
117,55000000,611,201,8,162586036
94,9800000,421,280,7.3,56437947
107,60000000,213,161,6.1,36279230
98,50000000,83,76,4.4,61112916
83,16000000,366,196,5.9,39511038
89,1500000,32,32,4.6,NA
106,200000,10,11,7.7,1111
114,9000000,81,46,7.4,3420871
127,8300000,222,169,7.5,1829142
101,1500000,192,172,7.7,327919
101,2400000,90,25,5.1,978908
94,30000000,830,158,4.4,18500966
90,26000000,56,73,5.1,16647384
102,50000000,502,206,6.8,62318875
111,15000000,828,279,7.6,31471430
100,2500000,3,3,6.6,118666
121,9400000,228,232,7.6,12899702
131,65000000,175,96,7.1,43532294
87,15000000,468,152,5,47860214
92,1000000,155,87,7.7,1677838
94,500000,43,88,7.4,3117666
129,63000000,564,242,6,70236496
88,1000000,88,117,7.4,104077
104,210000000,1912,334,6.8,234360014
110,54000000,195,136,5.6,75604320
83,35000000,113,63,4.2,11631245
78,1500000,374,252,7.5,23266821
114,25000000,580,314,6.8,71975611
100,15000000,713,274,7,28637507
122,55000000,560,295,7.8,53574088
113,32000000,527,304,6.6,39568996
108,30000000,262,158,5.9,16930884
88,120000,46,8,7,NA
108,16000000,118,190,6.7,9172810
133,45000000,524,156,7.4,24343673
102,40000000,998,211,4.7,41797066
89,5000000,8,8,5.3,15198
92,60000000,146,131,5.2,217326336
176,100000000,458,300,7.8,130127620
90,989000,4,6,4.8,13944
86,750000,73,82,6.9,5518918
103,600000,4,NA,5.6,23616
123,30000000,581,316,7.8,50921738
114,30000000,364,148,7.5,31655091
84,8600000,196,133,6.5,14373825
102,39000000,184,110,5.6,42640890
120,16500000,151,150,7.1,18663911
91,150000000,206,194,6.2,126597121
115,150000000,505,287,6.3,82161969
93,61000000,246,191,6.3,118153533
93,10000000,34,20,3.9,5561
98,15000000,190,106,5.5,3525161
101,2500000,29,80,6.7,1094998
96,17000000,522,181,7.2,82234139
99,8000000,48,41,6.4,398420
85,1200000,2,17,6.2,7826
97,12000000,124,146,7,3950294
102,75000000,289,269,7.1,66636385
80,1800000,44,61,5.6,381203
91,20000000,26,53,4.5,8104069
122,4500000,143,183,7.7,871577
89,6000000,32,52,2.9,13235267
87,9000000,199,168,7.4,8579684
111,20000000,299,166,6.8,9525276
95,2000000,332,280,5.7,952620
105,20000000,491,253,6.9,80050171
107,35000000,364,93,3.6,10956379
96,25000000,398,356,7.7,17114882
114,55000000,216,202,6.9,16264475
107,85000000,399,222,7.1,127706877
93,20000000,666,112,2.3,39737645
96,175000000,257,186,5.4,100289690
92,130000000,436,262,5.6,131920333
84,500000,12,35,6.2,52850
123,21000000,235,84,7.5,36581633
111,15000000,436,250,6.5,1294640
113,20000000,125,88,5.9,18882880
123,110000000,681,276,5.2,115802596
101,25000000,150,127,5.6,35000629
95,9000000,27,65,6.2,2955039
189,53000000,532,250,7.6,25031037
117,75000000,401,219,6.7,118823091
131,50000000,392,209,6.2,27667947
138,150000000,1108,329,7.5,292000866
111,7000000,162,44,4.8,NA
94,24000000,376,193,6.3,39687528
94,10000000,384,252,5.4,17544812
121,8000000,687,285,7.9,23618786
88,25000000,149,111,6.7,13920741
94,17000000,18,62,3.3,7070459
104,150000000,1413,323,7.2,256386216
94,11000000,55,97,5.5,12550242
135,20000000,230,231,7,4001121
97,10000000,74,81,6.5,11043445
156,60000000,368,140,3.8,4535117
100,2000000,44,107,8.1,1134049
121,23000000,224,232,7.2,6777589
148,15000000,760,274,8.2,18352454
90,2500000,46,95,6,NA
35,250000,NA,NA,6.9,NA
96,7500000,881,387,7.5,143492840
100,500000,10,9,5.7,31937
133,30000000,559,251,7,148734225
106,12000000,299,226,7.4,5949693
91,35000000,119,120,5.3,43792641
92,35000000,298,227,6.2,14998070
129,110000000,782,354,7.2,134520804
139,45000000,115,115,6.4,4584886
124,55000000,63,106,5.9,5755286
91,12000000,50,121,6.3,1506998
106,27000000,71,118,6.8,7486906
119,25000000,363,299,7.3,49024969
120,16000000,27,78,7.3,634277
90,25000000,235,151,6.3,32553210
95,40000000,291,175,6.5,50562555
95,10000000,117,192,6.7,866778
84,1500000,88,100,6.3,173066
99,8400000,102,93,5.9,25584685
122,25000000,1518,488,8.1,74273505
102,2000000,55,79,8.3,1430185
104,28000000,128,171,6.3,43097652
122,85000000,288,238,6.9,117144465
85,180000,329,232,7.9,9437933
126,30000000,243,131,7.1,53680848
84,15000,1189,409,6.3,107917283
116,10000000,27,17,7,NA
89,7300000,158,242,8,4443403
169,300000000,1238,302,7.1,309404152
96,20000000,337,184,5.9,47852604
103,4000000,19,6,6.6,126897
111,150000000,626,318,8,206435493
90,5000000,108,133,6.2,65087
124,20000000,231,154,7.5,19661987
122,27500000,197,131,6.8,9664316
84,10000000,73,89,5.9,20339754
94,45000000,348,216,6.3,50648679
112,13000000,59,104,6.8,3169424
90,2000000,6,8,4.6,NA
100,10000000,143,168,6.6,5998971
91,140000000,221,162,6.2,140080850
97,4600000,65,121,5.9,434417
96,10000000,319,190,5.9,63270259
98,20000000,118,29,6.7,7651640
124,61000000,338,198,7.2,46975183
92,250000,32,85,7.3,45661
93,160000000,326,227,6.1,320706665
123,9000000,429,263,8,24530513
102,2000000,15,27,5.3,NA
107,1500000,57,88,6.9,402820
156,258000000,1902,392,6.2,336530303
100,13500000,102,56,5.8,29066483
127,70000000,492,228,7.7,38345403
109,14000000,162,86,5.2,61356221
113,1800000,103,53,5.3,NA
107,26000000,801,308,7.3,3675072
119,20000000,555,256,7.6,121463226
85,100000000,112,154,6.8,58867694
108,16500000,50,72,6.3,11702090
53,1000000,40,84,7.7,274661
94,2000000,161,221,5.4,347578
160,30000000,415,273,7.5,3904982
115,110000000,820,329,8.1,227137090
93,10000000,46,51,5.3,900926
97,45000000,310,207,7.4,93452056
118,30000000,23,46,7.1,NA
97,22000000,31,30,5.9,413454
112,13000000,175,259,8,5990075
110,22000000,83,112,6.2,90636983
113,180000000,666,251,6.1,70083519
93,15000000,39,50,5.9,20380
126,15000000,118,112,7.6,30226144
88,850000,23,73,7.3,442638
89,15000000,211,161,5.1,20801344
101,25000000,90,94,6.9,876671
99,80000000,273,232,5.9,15071514
110,70000000,289,234,7.1,47456450
102,35000000,174,90,5.4,5932060
117,2200000,29,18,5.9,379643
78,30000,9,3,4.1,243768
90,8000000,78,78,6.4,303439
91,500000,10,28,6.5,12055
87,200000,638,66,8,NA
126,18000000,1066,330,7.2,25592632
98,32000000,383,224,6.4,35063732
105,3400000,308,300,7.5,7159147
99,40000000,178,190,5.7,25117498
114,9000000,127,201,7.2,6610326
87,75000000,763,299,7.4,183132370
96,5250000,117,65,5,766487
7,13000,NA,NA,5.2,NA
158,25000000,1107,398,8.1,40218903
118,16000000,88,146,7.2,2849142
117,13000000,32,37,6.1,49121934
100,2600000,47,66,5.3,680299
66,2600000,124,173,7.2,38108
83,10000,1,12,6.7,NA
87,34000000,211,191,6.3,54132596
120,12000000,75,69,7.5,214202
144,150000000,1782,396,7.1,318759914
85,15000000,31,68,8.4,10353690
106,1700000,58,75,7.4,12589108
97,38000000,28,21,4.8,5473041
108,2000000,204,173,7.1,19067631
120,35000000,200,171,6.7,18317151
103,25000000,166,119,6.3,22466994
117,21000000,199,222,6.9,28563179
92,8000000,34,90,6.9,1071240
99,10000000,82,62,5.7,8243567
93,7000000,46,25,2,5694308
113,15000000,100,41,5.6,55184721
100,60000000,255,177,5.9,168213584
93,4000000,76,121,6.5,2426851
162,65000000,589,377,7.7,33048353
123,35000000,278,144,6.8,81159365
111,30000000,154,175,6.1,76806312
106,10000000,31,75,6.3,82349
83,12000000,205,45,4.3,7001720
115,20000000,202,190,6.8,20207003
116,78000000,36,33,5.1,"131,856,927"
165,130000000,450,245,6.6,49551662
99,30000000,97,145,6,60269340
101,70000000,214,164,5.6,22531698
84,200000,40,93,6,140016
99,40000000,154,125,5.4,15279680
141,15000000,32,25,6,7005528
102,20000000,235,248,6.4,11169531
99,80000000,116,144,6.1,109993847
91,20000000,99,100,3.7,94497271
121,25000000,300,229,6.6,3073392
128,70000000,263,238,7.1,39380442
96,150000000,178,225,6.9,114053579
110,5000000,89,109,6.8,4040588
92,230000,145,225,7.1,104792
96,37000000,545,341,7,60338891
109,12000000,90,81,7,8134217
86,200000,2,7,7.5,215185
141,55000000,387,264,7.8,35707327
90,1000000,NA,NA,6.1,1036
92,3000000,72,159,6.5,2926565
90,55000000,102,118,6.5,7871693
85,25000000,2192,459,7,80034302
94,6500000,78,42,4.6,4693919
111,45000000,211,230,6.4,36064910
112,7000000,168,160,7.2,31973840
94,40000000,26,41,4.4,511920
88,25000000,359,111,1.9,14174654
42,6000000,5,9,6.5,7518876
99,900000,74,114,5.2,18378
113,30000000,396,254,6,10955425
104,20000000,321,293,7.5,33422556
80,11000000,39,41,6.6,12389088
102,40000000,101,146,5.7,32853640
118,80000000,318,215,6.6,101111837
97,14000000,79,135,6.7,2656324
91,2000000,357,161,6.8,5824
76,1200000,35,14,3.8,NA
117,6000000,38,76,6.9,812872
122,500000,215,50,6.5,33451479
119,20000000,45,99,7,4234040
94,1000000,183,120,7.9,4417124
112,70000000,138,176,5.6,70224196
118,30000000,325,253,7.2,62877175
88,80000000,124,141,5.6,120136047
94,10000000,4,16,4.2,140987
122,35000000,241,302,7.7,18593156
97,1000000,93,181,7.2,2508841
112,2500000,34,14,7.6,173783
119,2000000,23,30,7.8,4958
110,80000000,380,265,6.5,130313314
102,20000000,147,210,6.7,13214030
86,200000,51,38,6.5,15542
92,15000000,42,67,6.2,23091
116,33000000,871,366,8.2,148085755
92,9000000,76,129,6.4,4881867
102,150000000,590,318,6.4,227946274
102,12000000,165,153,6.6,38087366
95,850000,1,5,7.4,NA
120,85000000,342,345,7,75754670
112,11000000,171,128,4.5,90556401
110,27000000,98,135,6.5,2775593
90,2200000,9,11,4.3,NA
107,15000000,513,300,8,7757130
